LocalTimestamp,EmotiBitTimestamp,PacketNumber,DataLength,TypeTag,ProtocolVersion,DataReliability,MZ
1752617387.703527,302313.000,47086,4,MZ,1,100,-63
1752617387.743527,302353.000,47086,4,MZ,1,100,-61
1752617387.783527,302393.000,47086,4,MZ,1,100,-62
1752617387.823527,302433.000,47086,4,MZ,1,100,-63
1752617387.863527,302473.000,47103,2,MZ,1,100,-63
1752617387.903526,302513.000,47103,2,MZ,1,100,-61
1752617387.943526,302553.000,47118,3,MZ,1,100,-64
1752617387.983526,302593.000,47118,3,MZ,1,100,-62
1752617388.023526,302633.000,47118,3,MZ,1,100,-63
1752617388.063526,302673.000,47136,2,MZ,1,100,-63
1752617388.103526,302713.000,47136,2,MZ,1,100,-62
1752617388.143192,302752.667,47153,3,MZ,1,100,-62
1752617388.182859,302792.333,47153,3,MZ,1,100,-63
1752617388.222525,302832.000,47153,3,MZ,1,100,-61
1752617388.263025,302872.500,47172,2,MZ,1,100,-62
1752617388.303525,302913.000,47172,2,MZ,1,100,-62
1752617388.343525,302953.000,47187,3,MZ,1,100,-62
1752617388.383525,302993.000,47187,3,MZ,1,100,-64
1752617388.423525,303033.000,47187,3,MZ,1,100,-63
1752617388.463025,303072.500,47203,2,MZ,1,100,-61
1752617388.502524,303112.000,47203,2,MZ,1,100,-61
1752617388.542524,303152.000,47221,3,MZ,1,100,-64
1752617388.582524,303192.000,47221,3,MZ,1,100,-64
1752617388.622524,303232.000,47221,3,MZ,1,100,-63
1752617388.662524,303272.000,47237,3,MZ,1,100,-62
1752617388.702524,303312.000,47237,3,MZ,1,100,-61
1752617388.742524,303352.000,47237,3,MZ,1,100,-63
1752617388.783023,303392.500,47252,2,MZ,1,100,-62
1752617388.823523,303433.000,47252,2,MZ,1,100,-63
1752617388.863190,303472.667,47269,3,MZ,1,100,-62
1752617388.902856,303512.333,47269,3,MZ,1,100,-64
1752617388.942523,303552.000,47269,3,MZ,1,100,-61
1752617388.982523,303592.000,47286,2,MZ,1,100,-62
1752617389.022523,303632.000,47286,2,MZ,1,100,-61
1752617389.062522,303672.000,47302,3,MZ,1,100,-62
1752617389.102522,303712.000,47302,3,MZ,1,100,-61
1752617389.142522,303752.000,47302,3,MZ,1,100,-62
1752617389.182522,303792.000,47317,2,MZ,1,100,-64
1752617389.222522,303832.000,47317,2,MZ,1,100,-61
1752617389.262522,303872.000,47336,3,MZ,1,100,-61
1752617389.302522,303912.000,47336,3,MZ,1,100,-61
1752617389.342521,303952.000,47336,3,MZ,1,100,-61
1752617389.382521,303992.000,47353,2,MZ,1,100,-62
1752617389.422521,304032.000,47353,2,MZ,1,100,-62
1752617389.462521,304072.000,47369,3,MZ,1,100,-61
1752617389.502521,304112.000,47369,3,MZ,1,100,-62
1752617389.542521,304152.000,47369,3,MZ,1,100,-62
1752617389.582521,304192.000,47388,2,MZ,1,100,-62
1752617389.622520,304232.000,47388,2,MZ,1,100,-61
1752617389.662520,304272.000,47403,3,MZ,1,100,-61
1752617389.702520,304312.000,47403,3,MZ,1,100,-63
1752617389.742520,304352.000,47403,3,MZ,1,100,-62
1752617389.782520,304392.000,47420,2,MZ,1,100,-60
1752617389.822520,304432.000,47420,2,MZ,1,100,-61
1752617389.862520,304472.000,47437,3,MZ,1,100,-60
1752617389.902519,304512.000,47437,3,MZ,1,100,-62
1752617389.942519,304552.000,47437,3,MZ,1,100,-61
1752617389.982519,304592.000,47455,2,MZ,1,100,-62
1752617390.022519,304632.000,47455,2,MZ,1,100,-61
1752617390.062519,304672.000,47470,3,MZ,1,100,-61
1752617390.102519,304712.000,47470,3,MZ,1,100,-60
1752617390.142519,304752.000,47470,3,MZ,1,100,-57
1752617390.182518,304792.000,47488,3,MZ,1,100,-59
1752617390.222518,304832.000,47488,3,MZ,1,100,-60
1752617390.262518,304872.000,47488,3,MZ,1,100,-59
1752617390.302518,304912.000,47504,2,MZ,1,100,-60
1752617390.342518,304952.000,47504,2,MZ,1,100,-58
1752617390.382518,304992.000,47523,3,MZ,1,100,-59
1752617390.422518,305032.000,47523,3,MZ,1,100,-59
1752617390.462518,305072.000,47523,3,MZ,1,100,-59
1752617390.502517,305112.000,47537,2,MZ,1,100,-58
1752617390.542517,305152.000,47537,2,MZ,1,100,-59
1752617390.582517,305192.000,47555,3,MZ,1,100,-58
1752617390.622517,305232.000,47555,3,MZ,1,100,-58
1752617390.662517,305272.000,47555,3,MZ,1,100,-59
1752617390.702517,305312.000,47571,2,MZ,1,100,-59
1752617390.742517,305352.000,47571,2,MZ,1,100,-59
1752617390.782516,305392.000,47588,3,MZ,1,100,-61
1752617390.822516,305432.000,47588,3,MZ,1,100,-59
1752617390.862516,305472.000,47588,3,MZ,1,100,-59
1752617390.902516,305512.000,47605,2,MZ,1,100,-60
1752617390.942516,305552.000,47605,2,MZ,1,100,-59
1752617390.982516,305592.000,47622,3,MZ,1,100,-60
